input_text,target_text
translate question to dbpedia path: What is the layout of the cars similar to that of the Subaru Outback?,[VAR1] >> dbo:layout >> [ANS] [SEP] [VAR1] >> dbo:relatedMeanOfTransportation >> dbr:Subaru_Outback [SEP] [VAR1] >> rdf:type >> dbo:Automobile
translate question to dbpedia path: Name the university which has Lieutenaunt general as superintendent and mascot as Gyrfalcon ?,[ANS] >> dbo:superintendent >> dbr:Lieutenant_general_(United_States) [SEP] [ANS] >> dbp:mascot >> dbr:Gyrfalcon [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path: How many other ingredient are there in the foods whihh have one of the ingredient as Potato ?,COUNT >> [VAR1] >> dbo:ingredient >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Potato
translate question to dbpedia path: In which country is the Duong river?,dbr:Đuống_River >> dbo:sourceCountry >> [ANS]
translate question to dbpedia path: How many companies have launched their rockets from the Vandenerg Air base?,COUNT >> [ANS] >> rdf:type >> dbo:Company [SEP] [VAR1] >> dbo:launchSite >> dbr:Vandenberg_Air_Force_Base [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
translate question to dbpedia path: List the destinations to which the airlines headquartered at the Gatwick Airport fly to?,[VAR1] >> dbo:destination >> [ANS] [SEP] [VAR1] >> dbp:headquarters >> dbr:Gatwick_Airport [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path: What are some given names for males?,[ANS] >> dbo:gender >> dbr:Male
translate question to dbpedia path: The official residence of Sukhumbhand paribatra ?,dbr:Sukhumbhand_Paribatra >> dbp:residence >> [ANS]
translate question to dbpedia path: What are the television shows whose company's predecessor is Desilu Productions?,[ANS] >> dbp:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:predecessor >> dbr:Desilu_Productions
translate question to dbpedia path: What is operated by FedExField ?,dbr:FedExField >> dbo:operator >> [ANS]
translate question to dbpedia path: Which battle did both Steven Palazao and tony hogg fight in?,dbr:Steven_Palazzo >> dbp:battles >> [ANS] [SEP] dbr:Tony_Hogg >> dbp:battles >> [ANS]
"translate question to dbpedia path: Which company which assembles its cars in Broadmeadows, Victoria?","[VAR1] >> dbo:parentCompany >> [ANS] [SEP] [VAR1] >> dbp:assembly >> dbr:Broadmeadows,_Victoria [SEP] [VAR1] >> rdf:type >> dbo:Automobile"
translate question to dbpedia path: List the people casted in Betsy's Wedding and 16 candles?,[ANS] >> rdf:type >> dbo:Person [SEP] dbr:Betsy's_Wedding >> dbo:starring >> [ANS] [SEP] dbr:Sixteen_Candles >> dbp:starring >> [ANS]
translate question to dbpedia path: Foxconn makes how many things?,COUNT >> [ANS] >> dbo:manufacturer >> dbr:Foxconn
translate question to dbpedia path: Do the polet airlines fly to moscow?,ASK >> dbr:Polet_Airlines >> dbo:targetAirport >> dbr:Moscow
translate question to dbpedia path: In how many nations can I find dishes made of Shallot?,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Shallot
translate question to dbpedia path: What is the mascot of the military unit of David Prowse?,[VAR1] >> dbp:mascot >> [ANS] [SEP] dbr:David_Prowse_(politician) >> dbp:branch >> [VAR1]
translate question to dbpedia path: Does Cohoes a junction on the NY State Route 470?,"ASK >> dbr:New_York_State_Route_470 >> dbo:routeJunction >> dbr:Cohoes,_New_York"
translate question to dbpedia path: How many other important things have been written by the creator of Stuart Alan Jones?,COUNT >> [VAR1] >> dbo:notableWork >> [ANS] [SEP] dbr:Stuart_Alan_Jones >> dbo:creator >> [VAR1]
translate question to dbpedia path: What is the genre of the Band whose home town is County Westmeath?,[VAR1] >> dbo:hometown >> dbr:County_Westmeath [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Band
translate question to dbpedia path: Which sports are played at institues in Taguig?,[VAR1] >> dbo:city >> dbr:Taguig [SEP] [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:EducationalInstitution
"translate question to dbpedia path: Whose album is Haiti, I am sorry?",dbr:Haiti_I_Am_Sorry >> dbo:album >> [ANS]
translate question to dbpedia path: Is Microsoft office written in C++,ASK >> dbr:Microsoft_Office >> dbp:programmingLanguage >> dbr:C++
translate question to dbpedia path: Whose band members are known to play a PRS guitar?,[ANS] >> dbp:currentMembers >> [VAR1] [SEP] [VAR1] >> dbp:notableInstruments >> dbr:PRS_Guitars
translate question to dbpedia path: Which river's source place is Gloucestershire and mouth in North Sea?,[ANS] >> dbo:riverMouth >> dbr:North_Sea [SEP] [ANS] >> dbo:sourcePlace >> dbr:Gloucestershire [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: Name the commanders of military conflicts where Roundhead was one of the commander ?,[VAR1] >> dbo:commander >> [ANS] [SEP] [VAR1] >> dbp:commander >> dbr:Roundhead_(Wyandot) [SEP] [VAR1] >> rdf:type >> dbo:MilitaryConflict
translate question to dbpedia path: What are some short story kind of Books?,[ANS] >> dbo:literaryGenre >> dbr:Short_story
translate question to dbpedia path: What are the nicknames of the schools whose color is royal blue?,[VAR1] >> dbo:colour >> dbr:Royal_blue [SEP] [VAR1] >> dbp:nickname >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:School
"translate question to dbpedia path: To what political party do the politicians graduated from Somerville college, Oxford belong to?","[VAR1] >> dbo:almaMater >> dbr:Somerville_College,_Oxford [SEP] [VAR1] >> dbo:party >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path: What awards did Jos Rivera (playwright) win?,dbr:José_Rivera_(playwright) >> dbp:awards >> [ANS]
translate question to dbpedia path: Which political figures were awarded Screen Actors Guild Life Achievement Award?,[ANS] >> dbo:award >> dbr:Screen_Actors_Guild_Life_Achievement_Award
translate question to dbpedia path: What are the things whose director of photography died in United States?,[ANS] >> dbp:cinematography >> [VAR1] [SEP] [VAR1] >> dbp:deathPlace >> dbr:United_States
translate question to dbpedia path: What is the Home Stadium of the Kenya national under-20 football team where Matin Suji was also born ?,dbr:Kenya_national_under-20_football_team >> dbp:homeStadium >> [ANS] [SEP] dbr:Martin_Suji >> dbo:birthPlace >> [ANS]
translate question to dbpedia path: Name a company with key person as Dennis Muilenburg and Raymond Conner ?,[ANS] >> dbo:keyPerson >> dbr:Raymond_Conner [SEP] [ANS] >> dbp:keyPeople >> dbr:Dennis_Muilenburg [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: Which branch of american military have both George Siebels jr and Leroy Collins served?,"[ANS] >> rdf:type >> dbo:MilitaryUnit [SEP] dbr:George_G._Siebels,_Jr. >> dbp:branch >> [ANS] [SEP] dbr:LeRoy_Collins >> dbp:branch >> [ANS]"
translate question to dbpedia path: What are some scientists who have stateless citizenship?,[ANS] >> dbo:citizenship >> dbr:Statelessness [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Name the regions served by Toll Global Express ?,dbr:Toll_Global_Express >> dbo:regionServed >> [ANS]
translate question to dbpedia path: What is the protected area whose nearest city is Kenya?,[ANS] >> dbo:nearestCity >> dbr:Kenya [SEP] [ANS] >> rdf:type >> dbo:ProtectedArea
translate question to dbpedia path: Count the nearest city to the historic palce whose one of the nearest city is Wisconsin ?,COUNT >> [VAR1] >> dbo:nearestCity >> dbr:Wisconsin [SEP] [VAR1] >> dbp:nearestCity >> [ANS]
translate question to dbpedia path: Give me the total number of commander of the military conflicts whose commander is Roundhead (Wyandot).,COUNT >> [VAR1] >> dbo:commander >> [ANS] [SEP] [VAR1] >> dbp:commander >> dbr:Roundhead_(Wyandot)
translate question to dbpedia path: How many places were ruled by Elizabeth II?,COUNT >> [ANS] >> dbp:leaderName >> dbr:Elizabeth_II [SEP] [ANS] >> rdf:type >> dbo:Place
translate question to dbpedia path: List the interest of the scientists whose one of the field is Chinese poetry ?,[VAR1] >> dbp:fields >> [ANS] [SEP] [VAR1] >> dbp:fields >> dbr:Chinese_poetry [SEP] [VAR1] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Who was the narrator of the show who's music is composed by John Douglas?,[VAR1] >> dbo:composer >> dbr:John_Douglas_(conductor) [SEP] [VAR1] >> dbp:narrated >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path: Which parent comapny of hypnotize Minds is the label of the Producers , a 2005 film ?",dbr:Hypnotize_Minds >> dbp:parent >> [ANS] [SEP] dbr:The_Producers_(2005_film) >> dbp:label >> [ANS]
translate question to dbpedia path: Which college of Luke List (golfer) is the alma mater of K. Terry Dornbush,dbr:K._Terry_Dornbush >> dbp:almaMater >> [ANS] [SEP] dbr:Luke_List_(golfer) >> dbp:college >> [ANS]
translate question to dbpedia path: Who is the fictional character who portrayed in Terminator 2: Judgment Day?,[ANS] >> dbo:portrayer >> dbr:Terminator_2:_Judgment_Day [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path: Which team of Dan Shamash is also the debutant team of John Estes ?,dbr:Dan_Shamash >> dbo:team >> [ANS] [SEP] dbr:John_Estes >> dbo:debutTeam >> [ANS]
translate question to dbpedia path: Where do employees of Deroit Red Wings live?,[VAR1] >> dbo:residence >> [ANS] [SEP] [VAR1] >> dbp:employer >> dbr:Detroit_Red_Wings
translate question to dbpedia path: What are some countries where companies headquartered in the Klang Valley operate?,[VAR1] >> dbp:country >> [ANS] [SEP] [VAR1] >> dbp:headquarters >> dbr:Klang_Valley [SEP] [VAR1] >> rdf:type >> dbo:Company
translate question to dbpedia path: Did Chant Mas originate in West Africa?,ASK >> dbr:Chanté_mas >> dbo:stylisticOrigin >> dbr:West_Africa
"translate question to dbpedia path: Name the river whose mouth country is Mozambique and source region is North-Western Province, Zambia?","[ANS] >> dbp:mouthCountry >> dbr:Mozambique [SEP] [ANS] >> dbp:sourceRegion >> dbr:North-Western_Province,_Zambia [SEP] [ANS] >> rdf:type >> dbo:River"
translate question to dbpedia path: Give me a count of bacterias which belongs to Bacilli class?,COUNT >> [ANS] >> dbo:class >> dbr:Bacilli [SEP] [ANS] >> rdf:type >> dbo:Bacteria
translate question to dbpedia path: How many producers have worked for FremantleMedia productions?,COUNT >> [VAR1] >> dbo:producer >> [ANS] [SEP] [VAR1] >> dbp:company >> dbr:FremantleMedia
translate question to dbpedia path: Who is on the board of Kate Spade and company?,[ANS] >> dbo:board >> dbr:Kate_Spade_&_Company
translate question to dbpedia path: Which animator of Tommy Ticker's Tooth is also the director of The Haunted house ?,dbr:The_Haunted_House_(1929_film) >> dbo:director >> [ANS] [SEP] dbr:Tommy_Tucker's_Tooth >> dbp:animator >> [ANS]
translate question to dbpedia path: Name the university whose athletic department is called National Collegiate Athletic Association and has a chancellor named Nicholas S. Zeppos?,[ANS] >> dbo:athletics >> dbr:National_Collegiate_Athletic_Association [SEP] [ANS] >> dbp:chancellor >> dbr:Nicholas_S._Zeppos [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path: Name the common managing club of the Ivan Toplak and Bret Simon?,dbr:Bret_Simon >> dbo:managerClub >> [ANS] [SEP] dbr:Ivan_Toplak >> dbo:managerClub >> [ANS]
translate question to dbpedia path: How many shows are made by Larry David?,COUNT >> [ANS] >> dbo:creator >> dbr:Larry_David [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Martin AN/GSG-5 is a part of the building in which city?,[VAR1] >> dbo:part >> dbr:Martin_AN/GSG-5_Battery_Integration_and_Radar_Display_Equipment [SEP] [VAR1] >> dbp:district >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Building
translate question to dbpedia path: How many architects are there who have made something used by Oakland athletics?,COUNT >> [VAR1] >> dbo:tenant >> dbr:Oakland_Athletics [SEP] [VAR1] >> dbp:architect >> [ANS]
translate question to dbpedia path: In which company's boards does the founder of Bomis sit?,[VAR1] >> dbo:board >> [ANS] [SEP] dbr:Bomis >> dbo:foundedBy >> [VAR1]
"translate question to dbpedia path: What genre isPyChess from, which employes Craig Van Tilbury?",dbr:Craig_Van_Tilbury >> dbo:occupation >> [ANS] [SEP] dbr:PyChess >> dbp:genre >> [ANS]
translate question to dbpedia path: Where is Ethiopian Parliament Building located ?,dbr:Ethiopian_Parliament_Building >> dbp:locationCountry >> [ANS]
"translate question to dbpedia path: Which are the cities on the river which also flows in Tukwila, Washington ?","[VAR1] >> dbo:city >> [ANS] [SEP] [VAR1] >> dbp:city >> dbr:Tukwila,_Washington [SEP] [VAR1] >> rdf:type >> dbo:River"
translate question to dbpedia path: Which award is presented by Downtown Athletic Club?,[ANS] >> dbp:presenter >> dbr:Downtown_Athletic_Club [SEP] [ANS] >> rdf:type >> dbo:Award
translate question to dbpedia path: Who appointed Joseph Clay and William Cushing to their office?,dbr:Joseph_Clay_(Georgia) >> dbo:appointer >> [ANS] [SEP] dbr:William_Cushing >> dbo:appointer >> [ANS]
translate question to dbpedia path: Who are the biological parents of Dannielynn Birkhead?,dbr:Dannielynn_Birkhead >> dbo:parent >> [ANS]
translate question to dbpedia path: List the awards won by the spouse of Harriet Andersson?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Harriet_Andersson >> dbo:partner >> [VAR1]
translate question to dbpedia path: Who was engaged in wars of Fort Gadsden and Fort Barrancas?,[ANS] >> dbo:battle >> dbr:Fort_Barrancas [SEP] [ANS] >> dbo:battle >> dbr:Fort_Gadsden
translate question to dbpedia path: Where are Solidus and Aureus used?,[ANS] >> dbo:currency >> dbr:Aureus [SEP] [ANS] >> dbo:currency >> dbr:Solidus_(coin)
translate question to dbpedia path: Which company owns the airlines whose hub is in Dubai?,[VAR1] >> dbp:hubs >> dbr:Detroit [SEP] [VAR1] >> dbp:parent >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path: Which appointer of William Clark is the successor of Levi Lincoln Sr ?,"dbr:Levi_Lincoln,_Sr. >> dbp:successor >> [ANS] [SEP] dbr:William_Clark >> dbp:appointer >> [ANS]"
translate question to dbpedia path: Which company's division is Audi India? Correct Question,[ANS] >> dbp:divisions >> dbr:Audi_India
"translate question to dbpedia path: What was the book that lead to Sagan's Cosmos, about?",[VAR1] >> dbo:subsequentWork >> dbr:Cosmos_(Carl_Sagan_book) [SEP] [VAR1] >> dbp:subject >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Book
translate question to dbpedia path: What is the nationality of the chancellor who was served by Michael Mayr?,[VAR1] >> dbo:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Chancellor [SEP] dbr:Michael_Mayr >> dbo:deputy >> [VAR1]
translate question to dbpedia path: What is the official residence of the Helen Getachew which is also the palce of death of the Haile Selassie Gugsa ?,dbr:Haile_Selassie_Gugsa >> dbp:placeOfDeath >> [ANS] [SEP] dbr:Helen_Getachew >> dbo:residence >> [ANS]
translate question to dbpedia path: Who built the Ford Y-block engine ?,dbr:Ford_Y-block_engine >> dbo:manufacturer >> [ANS]
translate question to dbpedia path: Does Gibby Haynes play the saxophone?,ASK >> dbr:Gibby_Haynes >> dbp:instrument >> dbr:Saxophone
translate question to dbpedia path: Is The Orator in the National Archaeological Museum of Florence?,ASK >> dbr:The_Orator >> dbp:museum >> dbr:National_Archaeological_Museum_(Florence)
translate question to dbpedia path: What is the region of Lumberjack  ?,dbr:Lumberjack_100 >> dbp:region >> [ANS]
"translate question to dbpedia path: Where did the president study, who's the president of Besiktas JK?",[VAR1] >> dbp:almaMater >> [ANS] [SEP] dbr:Beşiktaş_JK_(wheelchair_basketball) >> dbo:president >> [VAR1]
translate question to dbpedia path: Elizabeth Alexander and Jared Bernstein served under which Vice President?,dbr:Elizabeth_Alexander_(press_secretary) >> dbo:vicePresident >> [ANS] [SEP] dbr:Jared_Bernstein >> dbo:vicePresident >> [ANS]
translate question to dbpedia path: How many awards have royal designers for industry awardwinners got?,COUNT >> [ANS] >> rdf:type >> dbo:Award [SEP] [VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:awards >> dbr:Royal_Designers_for_Industry
translate question to dbpedia path: Where is the team of Abdel Boucker located ?,[VAR1] >> dbo:location >> [ANS] [SEP] dbr:Abdel_Bouckar >> dbp:team >> [VAR1]
translate question to dbpedia path: For which other teams do members of tanzanian national football team play?,[VAR1] >> dbo:team >> [ANS] [SEP] [VAR1] >> dbp:nationalteam >> dbr:Tanzania_national_football_team
