input_text,target_text
"translate question to dbpedia path | Entities possibly involved: dbr:Ike_Clanton, dbr:Billy_Clanton | Question: Whose opponents are Ike Clanton and Billy Clanton?",[ANS] >> dbo:opponent >> dbr:Billy_Clanton [SEP] [ANS] >> dbo:opponent >> dbr:Ike_Clanton
translate question to dbpedia path | Entities possibly involved: dbr:Robert_Hall_(economist) | Question: List the institute of Robert hall ?,dbr:Robert_Hall_(economist) >> dbo:institution >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:South_Thailand_insurgency | Question: To which religion does the commander of South Thailand insurgency belong?,[VAR1] >> dbo:religion >> [ANS] [SEP] dbr:South_Thailand_insurgency >> dbo:commander >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Maniac_Magee | Question: Who was the writer of the novel Maniac Magee?,[ANS] >> dbp:notableworks >> dbr:Maniac_Magee [SEP] [ANS] >> rdf:type >> dbo:Writer
translate question to dbpedia path | Entities possibly involved: dbr:Emmett_Hughes | Question: Where is Emmett Hughes from?,dbr:Emmett_Hughes >> dbo:nationality >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Laurie_Johnson | Question: What are the movies whose music is given by Laurie Johnson?,[ANS] >> dbp:music >> dbr:Laurie_Johnson [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path | Entities possibly involved: dbr:Sony, dbr:PlayStation_2 | Question: What appliance Sony made after the success of PlayStation 2?",[ANS] >> dbo:manufacturer >> dbr:Sony [SEP] [ANS] >> dbo:predecessor >> dbr:PlayStation_2
translate question to dbpedia path | Entities possibly involved: dbr:Luxury_vehicle | Question: What are some cars similar to luxury cars?,[VAR1] >> dbp:class >> dbr:Luxury_vehicle [SEP] [VAR1] >> dbp:related >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Automobile
"translate question to dbpedia path | Entities possibly involved: dbr:Harry_Connick,_Jr. | Question: What television show is magistrated by Harry Connick, Jr.?","[ANS] >> dbp:judges >> dbr:Harry_Connick,_Jr. [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow"
"translate question to dbpedia path | Entities possibly involved: dbr:Paul_Weatherwax, dbr:Behave_Yourself! | Question: Did Paul Weatherwax an editor of Behave Yourself?",ASK >> dbr:Behave_Yourself! >> dbp:editing >> dbr:Paul_Weatherwax
"translate question to dbpedia path | Entities possibly involved: dbr:Creative_Commons_license, dbr:Journal_of_Cancer | Question: does the journal of cancer have the creative commons license?",ASK >> dbr:Journal_of_Cancer >> dbp:license >> dbr:Creative_Commons_license
translate question to dbpedia path | Entities possibly involved: dbr:Blizzard_Entertainment | Question: What genre of games are made by Blizzard Entertainment studios?,[VAR1] >> dbo:developer >> dbr:Blizzard_Entertainment [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path | Entities possibly involved: dbr:Doctor_Who:_Evacuation_Earth | Question: Name the series of Doctor Who: Evacuation Earth ?,dbr:Doctor_Who:_Evacuation_Earth >> dbo:series >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Face_to_Face_(1976_film) | Question: List the awards won by the writer of Face to Face ?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Face_to_Face_(1976_film) >> dbp:writer >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Govinda_(actor), dbr:Chandra_Shekhar | Question: What is the common party of Chandra Shekhar and Govinda  ?",dbr:Chandra_Shekhar >> dbo:otherParty >> [ANS] [SEP] dbr:Govinda_(actor) >> dbo:party >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:The_Motorcycle_Diaries_(film) | Question: What awards were given to the screenplayer of The Motorcycle Diaries?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:The_Motorcycle_Diaries_(film) >> dbp:screenplay >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Jack_Ryan_(politician), dbr:United_States_Senate | Question: Was Jack Ryan a nominee of US Senate?",ASK >> dbr:Jack_Ryan_(politician) >> dbo:nominee >> dbr:United_States_Senate
translate question to dbpedia path | Entities possibly involved: dbr:Entertainment_One_Music | Question: What are some music artists whose bands have signed up with Entertainment One Music?,[VAR1] >> dbo:bandMember >> [ANS] [SEP] [VAR1] >> dbp:label >> dbr:Entertainment_One_Music [SEP] [VAR1] >> rdf:type >> dbo:Band
"translate question to dbpedia path | Entities possibly involved: dbr:Don_Ashby, dbr:Dan_Daoust | Question: What team did Dan Daoust and Don Ashby play for?",dbr:Dan_Daoust >> dbo:formerTeam >> [ANS] [SEP] dbr:Don_Ashby >> dbp:playedFor >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Radio_Philippines_Network | Question: Name the broadcast area of  Radio Philippines Network ?,dbr:Radio_Philippines_Network >> dbp:area >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Fort_Heath_radar_station, dbr:Joseph_Story | Question: Which district of Fort Heath radar station is also the state of Joesph Story ?",dbr:Fort_Heath_radar_station >> dbp:district >> [ANS] [SEP] dbr:Joseph_Story >> dbp:state >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Itasca_State_Park, dbr:Gulf_of_Mexico | Question: Which river's mouth is located in Gulf of Mexico and has source location as Itasca State Park ?",[ANS] >> dbo:riverMouth >> dbr:Gulf_of_Mexico [SEP] [ANS] >> dbp:sourceLocation >> dbr:Itasca_State_Park [SEP] [ANS] >> rdf:type >> dbo:River
"translate question to dbpedia path | Entities possibly involved: dbr:My_Truly,_Truly_Fair, dbr:Mitch_Miller | Question: Is my truly truly fair the band of mitch miller?","ASK >> dbr:My_Truly,_Truly_Fair >> dbo:musicalBand >> dbr:Mitch_Miller"
translate question to dbpedia path | Entities possibly involved: dbr:Ashanti_Region | Question: Which religion is prevalent in the schools of the Ashanti region?,[VAR1] >> dbp:denomination >> [ANS] [SEP] [VAR1] >> dbp:region >> dbr:Ashanti_Region [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path | Entities possibly involved: dbr:Instituts_d'études_politiques | Question: Which politician was succeeded by someone who graduated from the Instituts d'tudes politiques?,[ANS] >> dbp:successor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder [SEP] [VAR1] >> dbo:almaMater >> dbr:Instituts_d'études_politiques
translate question to dbpedia path | Entities possibly involved: dbr:National_Collegiate_Athletic_Association | Question: How many different mascots are there of the NCAA teams?,COUNT >> [VAR1] >> dbp:athletics >> dbr:National_Collegiate_Athletic_Association [SEP] [VAR1] >> dbp:mascot >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Christine_Rolfes, dbr:Digit-Alb | Question: Which of the continents that Digitalb worked in, was christine rolfes born in?",dbr:Christine_Rolfes >> dbo:birthPlace >> [ANS] [SEP] dbr:Digit-Alb >> dbo:regionServed >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:WTA_Tour_Championships | Question: Which nation hosts the WTA Tour Championships?,dbr:WTA_Tour_Championships >> dbp:country >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Fox_Broadcasting_Company, dbr:Julian_Gingell | Question: Name the television show whose theme music is composed by Julian Gingell and broadcasted on FOX ?",[ANS] >> dbp:channel >> dbr:Fox_Broadcasting_Company [SEP] [ANS] >> dbp:themeMusicComposer >> dbr:Julian_Gingell [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:The_Postman_(film) | Question: What is the prize received by the one who wrote the screen play of The Postman  ?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:The_Postman_(film) >> dbp:screenplay >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Laemmle_Theatres | Question: What are the awrds won by Laemmle Theatres ?,dbr:Laemmle_Theatres >> dbo:service >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Nintendo, dbr:Video_game | Question: Is nintendo in the video games industry?",ASK >> dbr:Nintendo >> dbp:industry >> dbr:Video_game
"translate question to dbpedia path | Entities possibly involved: dbr:Henry_E._Catto,_Jr., dbr:Screen_Actors_Guild_Life_Achievement_Award | Question: Name the office holder whose predecessor is  Henry E. Catto, Jr. and won Screen Actors Guild Life Achievement Award?","[ANS] >> dbo:award >> dbr:Screen_Actors_Guild_Life_Achievement_Award [SEP] [ANS] >> dbo:predecessor >> dbr:Henry_E._Catto,_Jr. [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
"translate question to dbpedia path | Entities possibly involved: dbr:Army_Group_Oberrhein_(Germany), dbr:Kriminalpolizei | Question: Which notable commanders of the Army Group Oberrhein (Germany) is the  leader of the Kriminalpolizei?",dbr:Army_Group_Oberrhein_(Germany) >> dbp:notableCommanders >> [ANS] [SEP] dbr:Kriminalpolizei >> dbo:leader >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Soccer_Bowl_'76, dbr:Cheasty_Boulevard_South | Question: Which maintainer of Cheasty Boulevard South is also the city of Soccer Bowl' 76 ?",dbr:Cheasty_Boulevard_South >> dbo:maintainedBy >> [ANS] [SEP] dbr:Soccer_Bowl_'76 >> dbo:city >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Colony_of_Virginia, dbr:Colonel_(United_States) | Question: Which colonel has allegiance to Colony of Virginia ?",[ANS] >> dbp:allegiance >> dbr:Colony_of_Virginia [SEP] [ANS] >> dbp:rank >> dbr:Colonel_(United_States) [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder
translate question to dbpedia path | Entities possibly involved: dbr:1993_European_Grand_Prix | Question: Which driver came first in the 1993 European Grand Prix ?,dbr:1993_European_Grand_Prix >> dbp:firstDriver >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Subaru_Outback | Question: What is the layout of the cars similar to that of the Subaru Outback?,[VAR1] >> dbo:layout >> [ANS] [SEP] [VAR1] >> dbo:relatedMeanOfTransportation >> dbr:Subaru_Outback [SEP] [VAR1] >> rdf:type >> dbo:Automobile
"translate question to dbpedia path | Entities possibly involved: dbr:Gyrfalcon, dbr:Lieutenant_general_(United_States) | Question: Name the university which has Lieutenaunt general as superintendent and mascot as Gyrfalcon ?",[ANS] >> dbo:superintendent >> dbr:Lieutenant_general_(United_States) [SEP] [ANS] >> dbp:mascot >> dbr:Gyrfalcon [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path | Entities possibly involved: dbr:Potato | Question: How many other ingredient are there in the foods whihh have one of the ingredient as Potato ?,COUNT >> [VAR1] >> dbo:ingredient >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Potato
translate question to dbpedia path | Entities possibly involved: dbr:Đuống_River | Question: In which country is the Duong river?,dbr:Đuống_River >> dbo:sourceCountry >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Vandenberg_Air_Force_Base | Question: How many companies have launched their rockets from the Vandenerg Air base?,COUNT >> [ANS] >> rdf:type >> dbo:Company [SEP] [VAR1] >> dbo:launchSite >> dbr:Vandenberg_Air_Force_Base [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Gatwick_Airport | Question: List the destinations to which the airlines headquartered at the Gatwick Airport fly to?,[VAR1] >> dbo:destination >> [ANS] [SEP] [VAR1] >> dbp:headquarters >> dbr:Gatwick_Airport [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path | Entities possibly involved: dbr:Male | Question: What are some given names for males?,[ANS] >> dbo:gender >> dbr:Male
translate question to dbpedia path | Entities possibly involved: dbr:Sukhumbhand_Paribatra | Question: The official residence of Sukhumbhand paribatra ?,dbr:Sukhumbhand_Paribatra >> dbp:residence >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Desilu_Productions | Question: What are the television shows whose company's predecessor is Desilu Productions?,[ANS] >> dbp:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:predecessor >> dbr:Desilu_Productions
translate question to dbpedia path | Entities possibly involved: dbr:FedExField | Question: What is operated by FedExField ?,dbr:FedExField >> dbo:operator >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Steven_Palazzo, dbr:Tony_Hogg | Question: Which battle did both Steven Palazao and tony hogg fight in?",dbr:Steven_Palazzo >> dbp:battles >> [ANS] [SEP] dbr:Tony_Hogg >> dbp:battles >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Broadmeadows,_Victoria | Question: Which company which assembles its cars in Broadmeadows, Victoria?","[VAR1] >> dbo:parentCompany >> [ANS] [SEP] [VAR1] >> dbp:assembly >> dbr:Broadmeadows,_Victoria [SEP] [VAR1] >> rdf:type >> dbo:Automobile"
"translate question to dbpedia path | Entities possibly involved: dbr:Betsy's_Wedding, dbr:Sixteen_Candles | Question: List the people casted in Betsy's Wedding and 16 candles?",[ANS] >> rdf:type >> dbo:Person [SEP] dbr:Betsy's_Wedding >> dbo:starring >> [ANS] [SEP] dbr:Sixteen_Candles >> dbp:starring >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Foxconn | Question: Foxconn makes how many things?,COUNT >> [ANS] >> dbo:manufacturer >> dbr:Foxconn
"translate question to dbpedia path | Entities possibly involved: dbr:Moscow, dbr:Polet_Airlines | Question: Do the polet airlines fly to moscow?",ASK >> dbr:Polet_Airlines >> dbo:targetAirport >> dbr:Moscow
translate question to dbpedia path | Entities possibly involved: dbr:Shallot | Question: In how many nations can I find dishes made of Shallot?,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Shallot
translate question to dbpedia path | Entities possibly involved: dbr:David_Prowse_(politician) | Question: What is the mascot of the military unit of David Prowse?,[VAR1] >> dbp:mascot >> [ANS] [SEP] dbr:David_Prowse_(politician) >> dbp:branch >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Cohoes,_New_York, dbr:New_York_State_Route_470 | Question: Does Cohoes a junction on the NY State Route 470?","ASK >> dbr:New_York_State_Route_470 >> dbo:routeJunction >> dbr:Cohoes,_New_York"
translate question to dbpedia path | Entities possibly involved: dbr:Stuart_Alan_Jones | Question: How many other important things have been written by the creator of Stuart Alan Jones?,COUNT >> [VAR1] >> dbo:notableWork >> [ANS] [SEP] dbr:Stuart_Alan_Jones >> dbo:creator >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:County_Westmeath | Question: What is the genre of the Band whose home town is County Westmeath?,[VAR1] >> dbo:hometown >> dbr:County_Westmeath [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Band
translate question to dbpedia path | Entities possibly involved: dbr:Taguig | Question: Which sports are played at institues in Taguig?,[VAR1] >> dbo:city >> dbr:Taguig [SEP] [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:EducationalInstitution
"translate question to dbpedia path | Entities possibly involved: dbr:Haiti_I_Am_Sorry | Question: Whose album is Haiti, I am sorry?",dbr:Haiti_I_Am_Sorry >> dbo:album >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Microsoft_Office, dbr:C++ | Question: Is Microsoft office written in C++",ASK >> dbr:Microsoft_Office >> dbp:programmingLanguage >> dbr:C++
translate question to dbpedia path | Entities possibly involved: dbr:PRS_Guitars | Question: Whose band members are known to play a PRS guitar?,[ANS] >> dbp:currentMembers >> [VAR1] [SEP] [VAR1] >> dbp:notableInstruments >> dbr:PRS_Guitars
"translate question to dbpedia path | Entities possibly involved: dbr:Gloucestershire, dbr:North_Sea | Question: Which river's source place is Gloucestershire and mouth in North Sea?",[ANS] >> dbo:riverMouth >> dbr:North_Sea [SEP] [ANS] >> dbo:sourcePlace >> dbr:Gloucestershire [SEP] [ANS] >> rdf:type >> dbo:River
